DateTime_EST,Days,Predicted_height_m,Verified_height_m
2/17/2021 0:00,17.00000,1.295,1.142
2/17/2021 0:06,17.00417,1.283,1.13
2/17/2021 0:12,17.00833,1.27,1.097
2/17/2021 0:18,17.01250,1.254,1.085
2/17/2021 0:24,17.01667,1.237,1.058
2/17/2021 0:30,17.02083,1.219,1.042
2/17/2021 0:36,17.02500,1.198,1.019
2/17/2021 0:42,17.02917,1.177,0.997
2/17/2021 0:48,17.03333,1.154,0.979
2/17/2021 0:54,17.03750,1.129,0.957
2/17/2021 1:00,17.04167,1.104,0.925
2/17/2021 1:06,17.04583,1.077,0.904
2/17/2021 1:12,17.05000,1.049,0.88
2/17/2021 1:18,17.05417,1.021,0.861
2/17/2021 1:24,17.05833,0.991,0.823
2/17/2021 1:30,17.06250,0.962,0.802
2/17/2021 1:36,17.06667,0.931,0.78
2/17/2021 1:42,17.07083,0.901,0.744
2/17/2021 1:48,17.07500,0.87,0.724
2/17/2021 1:54,17.07917,0.839,0.71
2/17/2021 2:00,17.08333,0.808,0.679
2/17/2021 2:06,17.08750,0.777,0.655
2/17/2021 2:12,17.09167,0.746,0.636
2/17/2021 2:18,17.09583,0.716,0.629
2/17/2021 2:24,17.10000,0.686,0.599
2/17/2021 2:30,17.10417,0.656,0.568
2/17/2021 2:36,17.10833,0.628,0.553
2/17/2021 2:42,17.11250,0.599,0.533
2/17/2021 2:48,17.11667,0.572,0.517
2/17/2021 2:54,17.12083,0.545,0.5
2/17/2021 3:00,17.12500,0.519,0.479
2/17/2021 3:06,17.12917,0.493,0.463
2/17/2021 3:12,17.13333,0.469,0.446
2/17/2021 3:18,17.13750,0.445,0.426
2/17/2021 3:24,17.14167,0.422,0.401
2/17/2021 3:30,17.14583,0.4,0.379
2/17/2021 3:36,17.15000,0.379,0.354
2/17/2021 3:42,17.15417,0.358,0.337
2/17/2021 3:48,17.15833,0.339,0.312
2/17/2021 3:54,17.16250,0.32,0.294
2/17/2021 4:00,17.16667,0.303,0.28
2/17/2021 4:06,17.17083,0.286,0.272
2/17/2021 4:12,17.17500,0.27,0.257
2/17/2021 4:18,17.17917,0.256,0.246
2/17/2021 4:24,17.18333,0.242,0.221
2/17/2021 4:30,17.18750,0.229,0.219
2/17/2021 4:36,17.19167,0.218,0.206
2/17/2021 4:42,17.19583,0.207,0.195
2/17/2021 4:48,17.20000,0.198,0.174
2/17/2021 4:54,17.20417,0.19,0.166
2/17/2021 5:00,17.20833,0.183,0.164
2/17/2021 5:06,17.21250,0.177,0.146
2/17/2021 5:12,17.21667,0.173,0.131
2/17/2021 5:18,17.22083,0.171,0.122
2/17/2021 5:24,17.22500,0.169,0.116
2/17/2021 5:30,17.22917,0.169,0.115
2/17/2021 5:36,17.23333,0.171,0.114
2/17/2021 5:42,17.23750,0.174,0.114
2/17/2021 5:48,17.24167,0.179,0.113
2/17/2021 5:54,17.24583,0.186,0.122
2/17/2021 6:00,17.25000,0.194,0.136
2/17/2021 6:06,17.25417,0.203,0.143
2/17/2021 6:12,17.25833,0.215,0.148
2/17/2021 6:18,17.26250,0.228,0.156
2/17/2021 6:24,17.26667,0.242,0.168
2/17/2021 6:30,17.27083,0.258,0.176
2/17/2021 6:36,17.27500,0.275,0.188
2/17/2021 6:42,17.27917,0.294,0.188
2/17/2021 6:48,17.28333,0.314,0.207
2/17/2021 6:54,17.28750,0.335,0.223
2/17/2021 7:00,17.29167,0.357,0.242
2/17/2021 7:06,17.29583,0.381,0.272
2/17/2021 7:12,17.30000,0.405,0.273
2/17/2021 7:18,17.30417,0.43,0.301
2/17/2021 7:24,17.30833,0.456,0.327
2/17/2021 7:30,17.31250,0.482,0.351
2/17/2021 7:36,17.31667,0.509,0.366
2/17/2021 7:42,17.32083,0.536,0.386
2/17/2021 7:48,17.32500,0.564,0.421
2/17/2021 7:54,17.32917,0.591,0.433
2/17/2021 8:00,17.33333,0.619,0.465
2/17/2021 8:06,17.33750,0.646,0.486
2/17/2021 8:12,17.34167,0.674,0.517
2/17/2021 8:18,17.34583,0.701,0.537
2/17/2021 8:24,17.35000,0.728,0.568
2/17/2021 8:30,17.35417,0.754,0.604
2/17/2021 8:36,17.35833,0.78,0.622
2/17/2021 8:42,17.36250,0.806,0.652
2/17/2021 8:48,17.36667,0.831,0.679
2/17/2021 8:54,17.37083,0.855,0.713
2/17/2021 9:00,17.37500,0.879,0.741
2/17/2021 9:06,17.37917,0.902,0.765
2/17/2021 9:12,17.38333,0.925,0.786
2/17/2021 9:18,17.38750,0.947,0.8
2/17/2021 9:24,17.39167,0.968,0.825
2/17/2021 9:30,17.39583,0.989,0.845
2/17/2021 9:36,17.40000,1.009,0.861
2/17/2021 9:42,17.40417,1.028,0.882
2/17/2021 9:48,17.40833,1.047,0.899
2/17/2021 9:54,17.41250,1.065,0.922
2/17/2021 10:00,17.41667,1.082,0.944
2/17/2021 10:06,17.42083,1.099,0.968
2/17/2021 10:12,17.42500,1.115,0.997
2/17/2021 10:18,17.42917,1.13,1.022
2/17/2021 10:24,17.43333,1.145,1.045
2/17/2021 10:30,17.43750,1.159,1.066
2/17/2021 10:36,17.44167,1.172,1.086
2/17/2021 10:42,17.44583,1.185,1.106
2/17/2021 10:48,17.45000,1.196,1.122
2/17/2021 10:54,17.45417,1.206,1.135
2/17/2021 11:00,17.45833,1.216,1.15
2/17/2021 11:06,17.46250,1.224,1.171
2/17/2021 11:12,17.46667,1.232,1.182
2/17/2021 11:18,17.47083,1.238,1.179
2/17/2021 11:24,17.47500,1.242,1.202
2/17/2021 11:30,17.47917,1.246,1.196
2/17/2021 11:36,17.48333,1.248,1.207
2/17/2021 11:42,17.48750,1.248,1.206
2/17/2021 11:48,17.49167,1.247,1.225
2/17/2021 11:54,17.49583,1.244,1.221
2/17/2021 12:00,17.50000,1.239,1.217
2/17/2021 12:06,17.50417,1.233,1.217
2/17/2021 12:12,17.50833,1.225,1.22
2/17/2021 12:18,17.51250,1.215,1.203
2/17/2021 12:24,17.51667,1.204,1.217
2/17/2021 12:30,17.52083,1.19,1.206
2/17/2021 12:36,17.52500,1.175,1.192
2/17/2021 12:42,17.52917,1.158,1.181
2/17/2021 12:48,17.53333,1.139,1.168
2/17/2021 12:54,17.53750,1.119,1.146
2/17/2021 13:00,17.54167,1.097,1.112
2/17/2021 13:06,17.54583,1.073,1.101
2/17/2021 13:12,17.55000,1.048,1.062
2/17/2021 13:18,17.55417,1.022,1.037
2/17/2021 13:24,17.55833,0.995,1.002
2/17/2021 13:30,17.56250,0.966,0.974
2/17/2021 13:36,17.56667,0.937,0.944
2/17/2021 13:42,17.57083,0.906,0.912
2/17/2021 13:48,17.57500,0.875,0.884
2/17/2021 13:54,17.57917,0.844,0.86
2/17/2021 14:00,17.58333,0.812,0.816
2/17/2021 14:06,17.58750,0.78,0.773
2/17/2021 14:12,17.59167,0.748,0.737
2/17/2021 14:18,17.59583,0.716,0.701
2/17/2021 14:24,17.60000,0.684,0.648
2/17/2021 14:30,17.60417,0.652,0.596
2/17/2021 14:36,17.60833,0.621,0.569
2/17/2021 14:42,17.61250,0.59,0.523
2/17/2021 14:48,17.61667,0.56,0.489
2/17/2021 14:54,17.62083,0.53,0.455
2/17/2021 15:00,17.62500,0.501,0.434
2/17/2021 15:06,17.62917,0.473,0.394
2/17/2021 15:12,17.63333,0.446,0.359
2/17/2021 15:18,17.63750,0.42,0.331
2/17/2021 15:24,17.64167,0.395,0.312
2/17/2021 15:30,17.64583,0.37,0.285
2/17/2021 15:36,17.65000,0.347,0.25
2/17/2021 15:42,17.65417,0.325,0.227
2/17/2021 15:48,17.65833,0.304,0.199
2/17/2021 15:54,17.66250,0.284,0.182
2/17/2021 16:00,17.66667,0.265,0.158
2/17/2021 16:06,17.67083,0.247,0.138
2/17/2021 16:12,17.67500,0.231,0.13
2/17/2021 16:18,17.67917,0.215,0.113
2/17/2021 16:24,17.68333,0.201,0.107
2/17/2021 16:30,17.68750,0.187,0.093
2/17/2021 16:36,17.69167,0.175,0.093
2/17/2021 16:42,17.69583,0.164,0.09
2/17/2021 16:48,17.70000,0.154,0.083
2/17/2021 16:54,17.70417,0.146,0.083
